时间戳,绝对时间,相对时间(s),功能码,参数,校验通过,Raw
19:36:49.659,19:36:49.659,8995.878,0x65,0x72,False,2d4167656e743a204d6f7a696c6c612f352e30202857696e646f7773204e542031302e303b2057696e36343b2078363429204170706c655765624b69742f3533372e333620284b48544d4c2c206c696b65204765636b6f29204368726f6d652f3130352e302e333932362e3635205361
