时间戳,绝对时间,相对时间(s),功能码,参数,校验通过,MagNorm,Mx,My,Mz
13:21:03.772,13:21:03.772,74803.432,0x8A,0x00,True,4,3.17,3.77,-0.45
13:21:33.757,13:21:33.757,74833.417,0x8A,0x00,True,4,3.19,3.8,-0.45
13:22:03.768,13:22:03.768,74863.428,0x8A,0x00,True,4,3.14,3.78,-0.44
13:22:33.767,13:22:33.767,74893.427,0x8A,0x00,True,4,3.17,3.81,-0.45
13:23:03.763,13:23:03.763,74923.423,0x8A,0x00,True,4,3.18,3.77,-0.46
13:23:33.747,13:23:33.747,74953.407,0x8A,0x00,True,4,3.17,3.78,-0.43
13:24:03.757,13:24:03.757,74983.417,0x8A,0x00,True,5,3.19,3.83,-0.47
13:24:33.747,13:24:33.747,75013.407,0x8A,0x00,True,4,3.16,3.76,-0.46
13:25:03.757,13:25:03.757,75043.417,0x8A,0x00,True,4,3.19,3.78,-0.42
13:25:33.753,13:25:33.753,75073.413,0x8A,0x00,True,4,3.17,3.77,-0.43
13:26:03.753,13:26:03.753,75103.413,0x8A,0x00,True,4,3.16,3.81,-0.46
13:26:33.753,13:26:33.753,75133.413,0x8A,0x00,True,5,3.19,3.82,-0.47
13:27:03.737,13:27:03.737,75163.397,0x8A,0x00,True,5,3.22,3.79,-0.43
13:27:33.747,13:27:33.747,75193.407,0x8A,0x00,True,4,3.16,3.8,-0.42
13:28:03.742,13:28:03.742,75223.402,0x8A,0x00,True,4,3.18,3.81,-0.47
13:28:33.737,13:28:33.737,75253.397,0x8A,0x00,True,4,3.18,3.79,-0.43
13:29:03.732,13:29:03.732,75283.392,0x8A,0x00,True,4,3.16,3.79,-0.48
13:29:33.733,13:29:33.733,75313.393,0x8A,0x00,True,4,3.18,3.76,-0.42
13:30:03.717,13:30:03.717,75343.377,0x8A,0x00,True,4,3.17,3.78,-0.45
13:30:33.728,13:30:33.728,75373.388,0x8A,0x00,True,4,3.17,3.83,-0.45
13:31:03.712,13:31:03.712,75403.372,0x8A,0x00,True,4,3.17,3.8,-0.43
13:31:33.718,13:31:33.718,75433.378,0x8A,0x00,True,4,3.19,3.77,-0.46
13:32:03.703,13:32:03.703,75463.363,0x8A,0x00,True,4,3.2,3.8,-0.44
13:32:33.726,13:32:33.726,75493.386,0x8A,0x00,True,4,3.17,3.79,-0.46
13:33:03.703,13:33:03.703,75523.363,0x8A,0x00,True,4,3.17,3.79,-0.42
13:33:33.702,13:33:33.702,75553.362,0x8A,0x00,True,4,3.2,3.77,-0.47
13:34:03.692,13:34:03.692,75583.352,0x8A,0x00,True,4,3.18,3.77,-0.48
13:34:33.702,13:34:33.702,75613.362,0x8A,0x00,True,4,3.19,3.76,-0.48
13:35:03.692,13:35:03.692,75643.352,0x8A,0x00,True,4,3.18,3.77,-0.41
13:35:33.697,13:35:33.697,75673.357,0x8A,0x00,True,4,3.18,3.8,-0.43
13:36:03.692,13:36:03.692,75703.352,0x8A,0x00,True,4,3.17,3.82,-0.47
13:36:33.687,13:36:33.687,75733.347,0x8A,0x00,True,4,3.19,3.78,-0.46
13:37:03.700,13:37:03.700,75763.36,0x8A,0x00,True,4,3.13,3.79,-0.42
13:37:33.683,13:37:33.683,75793.343,0x8A,0x00,True,4,3.2,3.8,-0.44
13:38:03.667,13:38:03.667,75823.327,0x8A,0x00,True,4,3.16,3.81,-0.44
13:38:33.683,13:38:33.683,75853.343,0x8A,0x00,True,4,3.17,3.79,-0.45
13:39:03.678,13:39:03.678,75883.338,0x8A,0x00,True,4,3.14,3.75,-0.41
13:39:33.678,13:39:33.678,75913.338,0x8A,0x00,True,4,3.18,3.82,-0.47
13:40:03.672,13:40:03.672,75943.332,0x8A,0x00,True,4,3.2,3.81,-0.42
13:40:33.667,13:40:33.667,75973.327,0x8A,0x00,True,4,3.18,3.79,-0.46
13:41:03.662,13:41:03.662,76003.322,0x8A,0x00,True,4,3.16,3.76,-0.46
13:41:33.657,13:41:33.657,76033.317,0x8A,0x00,True,4,3.18,3.77,-0.45
13:42:03.638,13:42:03.638,76063.298,0x8A,0x00,True,4,3.19,3.8,-0.47
13:42:33.619,13:42:33.619,76093.279,0x8A,0x00,True,4,3.17,3.81,-0.41
13:43:03.627,13:43:03.627,76123.287,0x8A,0x00,True,4,3.16,3.79,-0.47
13:43:33.625,13:43:33.625,76153.285,0x8A,0x00,True,4,3.17,3.77,-0.4
13:44:03.622,13:44:03.622,76183.282,0x8A,0x00,True,4,3.14,3.8,-0.49
13:44:33.613,13:44:33.613,76213.273,0x8A,0x00,True,4,3.18,3.76,-0.5
13:45:03.603,13:45:03.603,76243.263,0x8A,0x00,True,4,3.18,3.8,-0.48
13:45:33.617,13:45:33.617,76273.277,0x8A,0x00,True,4,3.16,3.81,-0.42
13:46:03.612,13:46:03.612,76303.272,0x8A,0x00,True,4,3.21,3.78,-0.45
13:46:33.613,13:46:33.613,76333.273,0x8A,0x00,True,4,3.2,3.78,-0.43
13:47:03.612,13:47:03.612,76363.272,0x8A,0x00,True,4,3.19,3.79,-0.52
13:47:33.615,13:47:33.615,76393.275,0x8A,0x00,True,4,3.2,3.76,-0.42
13:48:03.607,13:48:03.607,76423.267,0x8A,0x00,True,4,3.19,3.75,-0.47
13:48:33.607,13:48:33.607,76453.267,0x8A,0x00,True,4,3.18,3.79,-0.43
13:49:03.606,13:49:03.606,76483.266,0x8A,0x00,True,4,3.19,3.78,-0.46
13:49:33.603,13:49:33.603,76513.263,0x8A,0x00,True,4,3.18,3.81,-0.46
13:50:03.603,13:50:03.603,76543.263,0x8A,0x00,True,4,3.18,3.78,-0.41
13:50:33.598,13:50:33.598,76573.258,0x8A,0x00,True,4,3.16,3.79,-0.43
13:51:03.605,13:51:03.605,76603.265,0x8A,0x00,True,4,3.17,3.78,-0.45
13:51:33.598,13:51:33.598,76633.258,0x8A,0x00,True,4,3.17,3.81,-0.43
13:52:03.598,13:52:03.598,76663.258,0x8A,0x00,True,4,3.16,3.78,-0.4
13:52:33.588,13:52:33.588,76693.248,0x8A,0x00,True,4,3.16,3.8,-0.48
13:53:03.587,13:53:03.587,76723.247,0x8A,0x00,True,4,3.2,3.75,-0.41
13:53:33.588,13:53:33.588,76753.248,0x8A,0x00,True,5,3.2,3.81,-0.42
13:54:03.588,13:54:03.588,76783.248,0x8A,0x00,True,4,3.17,3.77,-0.45
13:54:33.588,13:54:33.588,76813.248,0x8A,0x00,True,4,3.17,3.81,-0.44
13:55:03.582,13:55:03.582,76843.242,0x8A,0x00,True,4,3.16,3.79,-0.43
13:55:33.582,13:55:33.582,76873.242,0x8A,0x00,True,4,3.18,3.78,-0.42
13:56:03.577,13:56:03.577,76903.237,0x8A,0x00,True,4,3.17,3.79,-0.45
13:56:33.562,13:56:33.562,76933.222,0x8A,0x00,True,4,3.2,3.78,-0.43
13:57:03.583,13:57:03.583,76963.243,0x8A,0x00,True,4,3.17,3.8,-0.43
13:57:33.572,13:57:33.572,76993.232,0x8A,0x00,True,4,3.16,3.77,-0.45
13:58:03.572,13:58:03.572,77023.232,0x8A,0x00,True,4,3.17,3.8,-0.45
13:58:33.583,13:58:33.583,77053.243,0x8A,0x00,True,5,3.22,3.79,-0.45
13:59:03.577,13:59:03.577,77083.237,0x8A,0x00,True,4,3.18,3.79,-0.44
13:59:33.583,13:59:33.583,77113.243,0x8A,0x00,True,4,3.19,3.79,-0.48
14:00:03.567,14:00:03.567,77143.227,0x8A,0x00,True,4,3.17,3.8,-0.43
14:00:33.583,14:00:33.583,77173.243,0x8A,0x00,True,4,3.19,3.77,-0.49
14:01:03.582,14:01:03.582,77203.242,0x8A,0x00,True,4,3.17,3.74,-0.44
14:01:33.587,14:01:33.587,77233.247,0x8A,0x00,True,4,3.16,3.79,-0.43
14:02:03.588,14:02:03.588,77263.248,0x8A,0x00,True,4,3.16,3.79,-0.4
14:02:33.593,14:02:33.593,77293.253,0x8A,0x00,True,4,3.19,3.79,-0.41
14:03:03.593,14:03:03.593,77323.253,0x8A,0x00,True,4,3.16,3.76,-0.49
14:03:33.603,14:03:33.603,77353.263,0x8A,0x00,True,4,3.15,3.73,-0.44
14:04:03.598,14:04:03.598,77383.258,0x8A,0x00,True,4,3.18,3.76,-0.43
14:04:33.612,14:04:33.612,77413.272,0x8A,0x00,True,4,3.14,3.73,-0.43
14:05:03.623,14:05:03.623,77443.283,0x8A,0x00,True,4,3.13,3.77,-0.45
14:05:33.627,14:05:33.627,77473.287,0x8A,0x00,True,4,3.17,3.77,-0.44
14:06:03.647,14:06:03.647,77503.307,0x8A,0x00,True,4,3.14,3.76,-0.5
14:06:33.663,14:06:33.663,77533.323,0x8A,0x00,True,4,3.15,3.78,-0.43
14:07:03.673,14:07:03.673,77563.333,0x8A,0x00,True,4,3.2,3.77,-0.49
14:07:33.683,14:07:33.683,77593.343,0x8A,0x00,True,4,3.18,3.78,-0.42
14:08:03.701,14:08:03.701,77623.361,0x8A,0x00,True,4,3.16,3.73,-0.41
14:08:33.708,14:08:33.708,77653.368,0x8A,0x00,True,4,3.16,3.78,-0.45
14:09:03.708,14:09:03.708,77683.368,0x8A,0x00,True,4,3.18,3.77,-0.42
14:09:33.732,14:09:33.732,77713.392,0x8A,0x00,True,4,3.2,3.75,-0.46
14:10:03.732,14:10:03.732,77743.392,0x8A,0x00,True,4,3.19,3.76,-0.5
14:10:33.757,14:10:33.757,77773.417,0x8A,0x00,True,4,3.18,3.76,-0.48
14:11:03.763,14:11:03.763,77803.423,0x8A,0x00,True,4,3.17,3.78,-0.43
14:11:33.785,14:11:33.785,77833.445,0x8A,0x00,True,4,3.17,3.75,-0.41
14:12:03.803,14:12:03.803,77863.463,0x8A,0x00,True,4,3.17,3.77,-0.44
14:12:33.817,14:12:33.817,77893.477,0x8A,0x00,True,4,3.16,3.76,-0.46
14:13:03.832,14:13:03.832,77923.492,0x8A,0x00,True,4,3.18,3.75,-0.41
14:13:33.843,14:13:33.843,77953.503,0x8A,0x00,True,4,3.19,3.77,-0.42
14:14:03.848,14:14:03.848,77983.508,0x8A,0x00,True,4,3.16,3.76,-0.46
14:14:33.862,14:14:33.862,78013.522,0x8A,0x00,True,4,3.17,3.77,-0.44
14:15:03.877,14:15:03.877,78043.537,0x8A,0x00,True,4,3.16,3.76,-0.46
14:15:33.903,14:15:33.903,78073.563,0x8A,0x00,True,4,3.14,3.76,-0.42
14:16:03.926,14:16:03.926,78103.586,0x8A,0x00,True,4,3.17,3.78,-0.43
14:16:33.928,14:16:33.928,78133.588,0x8A,0x00,True,4,3.14,3.74,-0.47
14:17:03.957,14:17:03.957,78163.617,0x8A,0x00,True,4,3.16,3.74,-0.48
14:17:33.957,14:17:33.957,78193.617,0x8A,0x00,True,4,3.14,3.76,-0.45
14:18:03.982,14:18:03.982,78223.642,0x8A,0x00,True,4,3.18,3.76,-0.48
14:18:34.002,14:18:34.002,78253.662,0x8A,0x00,True,4,3.16,3.74,-0.51
14:19:04.020,14:19:04.020,78283.68,0x8A,0x00,True,4,3.14,3.78,-0.44
14:19:34.027,14:19:34.027,78313.687,0x8A,0x00,True,4,3.15,3.74,-0.44
14:20:04.037,14:20:04.037,78343.697,0x8A,0x00,True,4,3.16,3.8,-0.41
14:20:34.063,14:20:34.063,78373.723,0x8A,0x00,True,4,3.16,3.78,-0.41
14:21:04.077,14:21:04.077,78403.737,0x8A,0x00,True,4,3.12,3.74,-0.46
14:21:34.093,14:21:34.093,78433.753,0x8A,0x00,True,4,3.16,3.77,-0.45
14:22:04.107,14:22:04.107,78463.767,0x8A,0x00,True,4,3.14,3.79,-0.41
14:22:34.112,14:22:34.112,78493.772,0x8A,0x00,True,4,3.15,3.77,-0.51
14:23:04.137,14:23:04.137,78523.797,0x8A,0x00,True,4,3.13,3.78,-0.42
14:23:34.152,14:23:34.152,78553.812,0x8A,0x00,True,4,3.16,3.75,-0.43
14:24:04.172,14:24:04.172,78583.832,0x8A,0x00,True,4,3.15,3.77,-0.45
14:24:34.183,14:24:34.183,78613.843,0x8A,0x00,True,4,3.16,3.78,-0.45
14:25:04.182,14:25:04.182,78643.842,0x8A,0x00,True,4,3.21,3.76,-0.42
14:25:34.208,14:25:34.208,78673.868,0x8A,0x00,True,4,3.15,3.76,-0.45
14:26:04.222,14:26:04.222,78703.882,0x8A,0x00,True,4,3.14,3.76,-0.41
14:26:34.242,14:26:34.242,78733.902,0x8A,0x00,True,4,3.14,3.75,-0.48
14:27:04.262,14:27:04.262,78763.922,0x8A,0x00,True,4,3.16,3.75,-0.47
14:27:34.270,14:27:34.270,78793.93,0x8A,0x00,True,4,3.14,3.74,-0.45
14:28:04.295,14:28:04.295,78823.955,0x8A,0x00,True,4,3.17,3.8,-0.46
14:28:34.307,14:28:34.307,78853.967,0x8A,0x00,True,4,3.17,3.79,-0.46
14:29:04.317,14:29:04.317,78883.977,0x8A,0x00,True,4,3.13,3.76,-0.42
14:29:34.337,14:29:34.337,78913.997,0x8A,0x00,True,4,3.15,3.74,-0.44
14:30:04.343,14:30:04.343,78944.003,0x8A,0x00,True,4,3.13,3.76,-0.48
14:30:34.367,14:30:34.367,78974.027,0x8A,0x00,True,4,3.15,3.79,-0.44
14:31:04.372,14:31:04.372,79004.032,0x8A,0x00,True,4,3.13,3.78,-0.48
14:31:34.393,14:31:34.393,79034.053,0x8A,0x00,True,4,3.16,3.78,-0.44
14:32:04.407,14:32:04.407,79064.067,0x8A,0x00,True,4,3.12,3.74,-0.41
14:32:34.421,14:32:34.421,79094.081,0x8A,0x00,True,4,3.14,3.77,-0.43
14:33:04.432,14:33:04.432,79124.092,0x8A,0x00,True,4,3.15,3.77,-0.4
14:33:34.432,14:33:34.432,79154.092,0x8A,0x00,True,4,3.14,3.75,-0.42
14:34:04.447,14:34:04.447,79184.107,0x8A,0x00,True,4,3.16,3.77,-0.43
14:34:34.472,14:34:34.472,79214.132,0x8A,0x00,True,4,3.16,3.77,-0.4
14:35:04.488,14:35:04.488,79244.148,0x8A,0x00,True,4,3.15,3.77,-0.45
14:35:34.497,14:35:34.497,79274.157,0x8A,0x00,True,4,3.17,3.77,-0.47
14:36:04.503,14:36:04.503,79304.163,0x8A,0x00,True,4,3.16,3.78,-0.47
14:36:34.522,14:36:34.522,79334.182,0x8A,0x00,True,4,3.16,3.79,-0.41
14:37:04.532,14:37:04.532,79364.192,0x8A,0x00,True,4,3.14,3.75,-0.48
14:37:34.532,14:37:34.532,79394.192,0x8A,0x00,True,4,3.16,3.76,-0.45
14:38:04.558,14:38:04.558,79424.218,0x8A,0x00,True,4,3.18,3.77,-0.51
14:38:34.572,14:38:34.572,79454.232,0x8A,0x00,True,4,3.16,3.8,-0.42
14:39:04.596,14:39:04.596,79484.256,0x8A,0x00,True,4,3.1,3.79,-0.45
14:39:34.588,14:39:34.588,79514.248,0x8A,0x00,True,5,3.2,3.8,-0.48
14:40:04.620,14:40:04.620,79544.28,0x8A,0x00,True,4,3.2,3.79,-0.44
14:40:34.627,14:40:34.627,79574.287,0x8A,0x00,True,4,3.16,3.76,-0.42
14:41:04.643,14:41:04.643,79604.303,0x8A,0x00,True,4,3.12,3.77,-0.5
14:41:34.666,14:41:34.666,79634.326,0x8A,0x00,True,4,3.17,3.8,-0.47
14:42:04.662,14:42:04.662,79664.322,0x8A,0x00,True,4,3.15,3.8,-0.46
14:42:34.672,14:42:34.672,79694.332,0x8A,0x00,True,4,3.16,3.8,-0.46
14:43:04.697,14:43:04.697,79724.357,0x8A,0x00,True,4,3.16,3.77,-0.46
14:43:34.713,14:43:34.713,79754.373,0x8A,0x00,True,5,3.2,3.81,-0.45
14:44:04.728,14:44:04.728,79784.388,0x8A,0x00,True,4,3.16,3.72,-0.48
14:44:34.732,14:44:34.732,79814.392,0x8A,0x00,True,4,3.15,3.78,-0.49
14:45:04.757,14:45:04.757,79844.417,0x8A,0x00,True,4,3.17,3.73,-0.44
14:45:34.782,14:45:34.782,79874.442,0x8A,0x00,True,4,3.14,3.76,-0.42
14:46:04.792,14:46:04.792,79904.452,0x8A,0x00,True,4,3.16,3.75,-0.45
14:46:34.807,14:46:34.807,79934.467,0x8A,0x00,True,4,3.18,3.8,-0.43
14:47:04.826,14:47:04.826,79964.486,0x8A,0x00,True,4,3.18,3.76,-0.42
14:47:34.832,14:47:34.832,79994.492,0x8A,0x00,True,4,3.17,3.76,-0.4
14:48:04.853,14:48:04.853,80024.513,0x8A,0x00,True,4,3.15,3.74,-0.42
14:48:34.867,14:48:34.867,80054.527,0x8A,0x00,True,4,3.16,3.76,-0.47
14:49:04.895,14:49:04.895,80084.555,0x8A,0x00,True,4,3.16,3.75,-0.48
14:49:34.905,14:49:34.905,80114.565,0x8A,0x00,True,4,3.15,3.77,-0.44
14:50:04.917,14:50:04.917,80144.577,0x8A,0x00,True,4,3.18,3.77,-0.41
14:50:34.917,14:50:34.917,80174.577,0x8A,0x00,True,4,3.16,3.72,-0.41
14:51:04.942,14:51:04.942,80204.602,0x8A,0x00,True,4,3.15,3.8,-0.46
14:51:34.957,14:51:34.957,80234.617,0x8A,0x00,True,4,3.14,3.74,-0.42
14:52:04.973,14:52:04.973,80264.633,0x8A,0x00,True,4,3.16,3.75,-0.51
14:52:34.978,14:52:34.978,80294.638,0x8A,0x00,True,4,3.18,3.77,-0.48
14:53:04.992,14:53:04.992,80324.652,0x8A,0x00,True,4,3.17,3.72,-0.46
14:53:35.018,14:53:35.018,80354.678,0x8A,0x00,True,4,3.15,3.76,-0.42
14:54:05.027,14:54:05.027,80384.687,0x8A,0x00,True,4,3.15,3.74,-0.44
14:54:35.053,14:54:35.053,80414.713,0x8A,0x00,True,4,3.16,3.75,-0.43
14:55:05.062,14:55:05.062,80444.722,0x8A,0x00,True,4,3.14,3.76,-0.47
14:55:35.062,14:55:35.062,80474.722,0x8A,0x00,True,4,3.16,3.73,-0.45
14:56:05.093,14:56:05.093,80504.753,0x8A,0x00,True,4,3.11,3.76,-0.41
14:56:35.103,14:56:35.103,80534.763,0x8A,0x00,True,4,3.15,3.78,-0.43
14:57:05.112,14:57:05.112,80564.772,0x8A,0x00,True,4,3.18,3.76,-0.45
14:57:35.122,14:57:35.122,80594.782,0x8A,0x00,True,4,3.13,3.77,-0.47
14:58:05.138,14:58:05.138,80624.798,0x8A,0x00,True,4,3.17,3.8,-0.45
14:58:35.147,14:58:35.147,80654.807,0x8A,0x00,True,4,3.16,3.8,-0.39
14:59:05.143,14:59:05.143,80684.803,0x8A,0x00,True,4,3.17,3.78,-0.5
14:59:35.152,14:59:35.152,80714.812,0x8A,0x00,True,4,3.16,3.77,-0.46
15:00:05.167,15:00:05.167,80744.827,0x8A,0x00,True,4,3.13,3.79,-0.48
15:00:35.182,15:00:35.182,80774.842,0x8A,0x00,True,4,3.14,3.77,-0.4
15:01:05.192,15:01:05.192,80804.852,0x8A,0x00,True,4,3.17,3.82,-0.47
15:01:35.203,15:01:35.203,80834.863,0x8A,0x00,True,4,3.12,3.78,-0.44
15:02:05.212,15:02:05.212,80864.872,0x8A,0x00,True,4,3.15,3.81,-0.45
15:02:35.217,15:02:35.217,80894.877,0x8A,0x00,True,4,3.17,3.8,-0.43
15:03:05.232,15:03:05.232,80924.892,0x8A,0x00,True,4,3.17,3.77,-0.43
15:03:35.242,15:03:35.242,80954.902,0x8A,0x00,True,4,3.15,3.75,-0.39
15:04:05.263,15:04:05.263,80984.923,0x8A,0x00,True,4,3.14,3.79,-0.46
15:04:35.268,15:04:35.268,81014.928,0x8A,0x00,True,4,3.15,3.76,-0.47
15:05:05.287,15:05:05.287,81044.947,0x8A,0x00,True,4,3.17,3.79,-0.37
15:05:35.292,15:05:35.292,81074.952,0x8A,0x00,True,4,3.18,3.79,-0.49
15:06:05.305,15:06:05.305,81104.965,0x8A,0x00,True,4,3.15,3.76,-0.43
15:06:35.312,15:06:35.312,81134.972,0x8A,0x00,True,4,3.15,3.79,-0.45
15:07:05.308,15:07:05.308,81164.968,0x8A,0x00,True,4,3.13,3.76,-0.45
15:07:35.317,15:07:35.317,81194.977,0x8A,0x00,True,4,3.18,3.79,-0.46
15:08:05.332,15:08:05.332,81224.992,0x8A,0x00,True,5,3.18,3.83,-0.46
15:08:35.342,15:08:35.342,81255.002,0x8A,0x00,True,4,3.18,3.81,-0.48
15:09:05.348,15:09:05.348,81285.008,0x8A,0x00,True,4,3.15,3.8,-0.49
15:09:35.353,15:09:35.353,81315.013,0x8A,0x00,True,4,3.18,3.76,-0.5
15:10:05.363,15:10:05.363,81345.023,0x8A,0x00,True,4,3.16,3.76,-0.42
15:10:35.362,15:10:35.362,81375.022,0x8A,0x00,True,4,3.18,3.79,-0.43
15:11:05.367,15:11:05.367,81405.027,0x8A,0x00,True,4,3.18,3.79,-0.44
15:11:35.373,15:11:35.373,81435.033,0x8A,0x00,True,4,3.19,3.79,-0.46
15:12:05.377,15:12:05.377,81465.037,0x8A,0x00,True,4,3.15,3.8,-0.45
15:12:35.387,15:12:35.387,81495.047,0x8A,0x00,True,4,3.16,3.78,-0.38
15:13:05.393,15:13:05.393,81525.053,0x8A,0x00,True,4,3.18,3.77,-0.5
15:13:35.392,15:13:35.392,81555.052,0x8A,0x00,True,4,3.16,3.78,-0.42
15:14:05.397,15:14:05.397,81585.057,0x8A,0x00,True,4,3.14,3.81,-0.47
15:14:35.397,15:14:35.397,81615.057,0x8A,0x00,True,5,3.18,3.83,-0.42
15:15:05.413,15:15:05.413,81645.073,0x8A,0x00,True,4,3.17,3.79,-0.49
15:15:35.417,15:15:35.417,81675.077,0x8A,0x00,True,4,3.17,3.78,-0.44
15:16:05.423,15:16:05.423,81705.083,0x8A,0x00,True,4,3.17,3.76,-0.5
15:16:35.422,15:16:35.422,81735.082,0x8A,0x00,True,4,3.16,3.8,-0.44
15:17:05.438,15:17:05.438,81765.098,0x8A,0x00,True,4,3.14,3.76,-0.51
15:17:35.433,15:17:35.433,81795.093,0x8A,0x00,True,4,3.14,3.77,-0.44
15:18:05.447,15:18:05.447,81825.107,0x8A,0x00,True,4,3.14,3.77,-0.42
15:18:35.442,15:18:35.442,81855.102,0x8A,0x00,True,4,3.14,3.81,-0.44
15:19:05.452,15:19:05.452,81885.112,0x8A,0x00,True,4,3.14,3.79,-0.46
15:19:35.467,15:19:35.467,81915.127,0x8A,0x00,True,4,3.18,3.75,-0.42
15:20:05.463,15:20:05.463,81945.123,0x8A,0x00,True,4,3.16,3.74,-0.47
15:20:35.463,15:20:35.463,81975.123,0x8A,0x00,True,4,3.14,3.75,-0.42
15:21:05.478,15:21:05.478,82005.138,0x8A,0x00,True,4,3.18,3.77,-0.48
15:21:35.482,15:21:35.482,82035.142,0x8A,0x00,True,4,3.16,3.78,-0.45
15:22:05.503,15:22:05.503,82065.163,0x8A,0x00,True,4,3.14,3.78,-0.53
15:22:35.513,15:22:35.513,82095.173,0x8A,0x00,True,4,3.14,3.79,-0.45
15:23:05.522,15:23:05.522,82125.182,0x8A,0x00,True,4,3.13,3.79,-0.45
15:23:35.527,15:23:35.527,82155.187,0x8A,0x00,True,4,3.13,3.79,-0.46
15:24:05.542,15:24:05.542,82185.202,0x8A,0x00,True,4,3.12,3.76,-0.45
15:24:35.542,15:24:35.542,82215.202,0x8A,0x00,True,4,3.18,3.78,-0.43
15:25:05.552,15:25:05.552,82245.212,0x8A,0x00,True,4,3.14,3.77,-0.44
15:25:35.578,15:25:35.578,82275.238,0x8A,0x00,True,4,3.15,3.77,-0.45
15:26:05.593,15:26:05.593,82305.253,0x8A,0x00,True,4,3.16,3.81,-0.48
15:26:35.607,15:26:35.607,82335.267,0x8A,0x00,True,4,3.16,3.77,-0.48
15:27:05.612,15:27:05.612,82365.272,0x8A,0x00,True,4,3.14,3.79,-0.41
15:27:35.633,15:27:35.633,82395.293,0x8A,0x00,True,4,3.15,3.75,-0.41
15:28:05.633,15:28:05.633,82425.293,0x8A,0x00,True,4,3.16,3.75,-0.44
15:28:35.646,15:28:35.646,82455.306,0x8A,0x00,True,4,3.15,3.78,-0.45
15:29:05.667,15:29:05.667,82485.327,0x8A,0x00,True,4,3.16,3.73,-0.43
15:29:35.683,15:29:35.683,82515.343,0x8A,0x00,True,4,3.17,3.8,-0.44
15:30:05.683,15:30:05.683,82545.343,0x8A,0x00,True,4,3.16,3.77,-0.42
15:30:35.707,15:30:35.707,82575.367,0x8A,0x00,True,4,3.14,3.77,-0.48
15:31:05.723,15:31:05.723,82605.383,0x8A,0x00,True,4,3.14,3.78,-0.46
15:31:35.737,15:31:35.737,82635.397,0x8A,0x00,True,4,3.16,3.76,-0.47
15:32:05.747,15:32:05.747,82665.407,0x8A,0x00,True,4,3.17,3.78,-0.47
15:32:35.762,15:32:35.762,82695.422,0x8A,0x00,True,4,3.18,3.79,-0.4
15:33:05.772,15:33:05.772,82725.432,0x8A,0x00,True,4,3.16,3.78,-0.43
15:33:35.787,15:33:35.787,82755.447,0x8A,0x00,True,4,3.18,3.79,-0.43
15:34:05.792,15:34:05.792,82785.452,0x8A,0x00,True,4,3.16,3.77,-0.46
15:34:35.817,15:34:35.817,82815.477,0x8A,0x00,True,4,3.18,3.79,-0.46
15:35:05.833,15:35:05.833,82845.493,0x8A,0x00,True,4,3.17,3.79,-0.44
15:35:35.846,15:35:35.846,82875.506,0x8A,0x00,True,4,3.17,3.77,-0.42
15:36:05.862,15:36:05.862,82905.522,0x8A,0x00,True,4,3.16,3.77,-0.41
15:36:35.862,15:36:35.862,82935.522,0x8A,0x00,True,4,3.14,3.76,-0.5
15:37:05.888,15:37:05.888,82965.548,0x8A,0x00,True,4,3.14,3.8,-0.44
15:37:35.902,15:37:35.902,82995.562,0x8A,0x00,True,4,3.15,3.78,-0.45
15:38:05.925,15:38:05.925,83025.585,0x8A,0x00,True,5,3.21,3.8,-0.44
15:38:35.922,15:38:35.922,83055.582,0x8A,0x00,True,4,3.17,3.77,-0.45
15:39:05.945,15:39:05.945,83085.605,0x8A,0x00,True,4,3.16,3.74,-0.45
15:39:35.952,15:39:35.952,83115.612,0x8A,0x00,True,4,3.17,3.76,-0.4
15:40:05.978,15:40:05.978,83145.638,0x8A,0x00,True,4,3.17,3.8,-0.48
15:40:36.003,15:40:36.003,83175.663,0x8A,0x00,True,4,3.18,3.79,-0.43
15:41:06.018,15:41:06.018,83205.678,0x8A,0x00,True,4,3.13,3.76,-0.45
15:41:36.022,15:41:36.022,83235.682,0x8A,0x00,True,4,3.14,3.78,-0.42
15:42:06.052,15:42:06.052,83265.712,0x8A,0x00,True,4,3.14,3.73,-0.46
15:42:36.067,15:42:36.067,83295.727,0x8A,0x00,True,4,3.14,3.77,-0.47
15:43:06.083,15:43:06.083,83325.743,0x8A,0x00,True,4,3.17,3.76,-0.44
15:43:36.097,15:43:36.097,83355.757,0x8A,0x00,True,4,3.18,3.78,-0.48
15:44:06.112,15:44:06.112,83385.772,0x8A,0x00,True,4,3.16,3.78,-0.47
15:44:36.138,15:44:36.138,83415.798,0x8A,0x00,True,4,3.17,3.79,-0.45
15:45:06.152,15:45:06.152,83445.812,0x8A,0x00,True,4,3.16,3.77,-0.42
15:45:36.172,15:45:36.172,83475.832,0x8A,0x00,True,4,3.16,3.76,-0.47
15:46:06.187,15:46:06.187,83505.847,0x8A,0x00,True,4,3.14,3.73,-0.43
15:46:36.197,15:46:36.197,83535.857,0x8A,0x00,True,4,3.17,3.8,-0.42
15:47:06.235,15:47:06.235,83565.895,0x8A,0x00,True,4,3.17,3.79,-0.48
15:47:36.252,15:47:36.252,83595.912,0x8A,0x00,True,4,3.17,3.78,-0.42
15:48:06.253,15:48:06.253,83625.913,0x8A,0x00,True,4,3.16,3.78,-0.48
15:48:36.287,15:48:36.287,83655.947,0x8A,0x00,True,5,3.17,3.84,-0.46
