时间戳,绝对时间,相对时间(s),功能码,参数,校验通过,MagNorm,Mx,My,Mz
04:51:32.338,04:51:32.338,44231.998,0x8A,0x00,True,4,3.18,3.78,-0.54
04:52:02.343,04:52:02.343,44262.003,0x8A,0x00,True,4,3.13,3.81,-0.48
04:52:32.317,04:52:32.317,44291.977,0x8A,0x00,True,5,3.2,3.83,-0.48
04:53:02.317,04:53:02.317,44321.977,0x8A,0x00,True,4,3.16,3.8,-0.55
04:53:32.312,04:53:32.312,44351.972,0x8A,0x00,True,4,3.14,3.8,-0.46
04:54:02.308,04:54:02.308,44381.968,0x8A,0x00,True,5,3.19,3.84,-0.48
04:54:32.293,04:54:32.293,44411.953,0x8A,0x00,True,5,3.18,3.83,-0.48
04:55:02.282,04:55:02.282,44441.942,0x8A,0x00,True,4,3.2,3.79,-0.49
04:55:32.272,04:55:32.272,44471.932,0x8A,0x00,True,4,3.18,3.79,-0.46
04:56:02.268,04:56:02.268,44501.928,0x8A,0x00,True,4,3.18,3.82,-0.44
04:56:32.288,04:56:32.288,44531.948,0x8A,0x00,True,5,3.17,3.82,-0.52
04:57:02.263,04:57:02.263,44561.923,0x8A,0x00,True,4,3.14,3.81,-0.44
04:57:32.243,04:57:32.243,44591.903,0x8A,0x00,True,4,3.18,3.81,-0.42
04:58:02.242,04:58:02.242,44621.902,0x8A,0x00,True,4,3.16,3.81,-0.52
04:58:32.242,04:58:32.242,44651.902,0x8A,0x00,True,5,3.18,3.84,-0.53
04:59:02.232,04:59:02.232,44681.892,0x8A,0x00,True,4,3.19,3.8,-0.43
04:59:32.223,04:59:32.223,44711.883,0x8A,0x00,True,4,3.18,3.8,-0.52
05:00:02.223,05:00:02.223,44741.883,0x8A,0x00,True,5,3.2,3.81,-0.5
05:00:32.197,05:00:32.197,44771.857,0x8A,0x00,True,5,3.17,3.83,-0.5
05:01:02.208,05:01:02.208,44801.868,0x8A,0x00,True,4,3.15,3.82,-0.44
05:01:32.183,05:01:32.183,44831.843,0x8A,0x00,True,4,3.21,3.8,-0.44
05:02:02.187,05:02:02.187,44861.847,0x8A,0x00,True,4,3.18,3.81,-0.47
05:02:32.183,05:02:32.183,44891.843,0x8A,0x00,True,4,3.17,3.79,-0.47
05:03:02.173,05:03:02.173,44921.833,0x8A,0x00,True,4,3.14,3.81,-0.45
05:03:32.173,05:03:32.173,44951.833,0x8A,0x00,True,4,3.16,3.79,-0.48
05:04:02.168,05:04:02.168,44981.828,0x8A,0x00,True,4,3.17,3.81,-0.52
05:04:32.158,05:04:32.158,45011.818,0x8A,0x00,True,4,3.18,3.8,-0.54
05:05:02.147,05:05:02.147,45041.807,0x8A,0x00,True,5,3.19,3.84,-0.5
05:05:32.143,05:05:32.143,45071.803,0x8A,0x00,True,4,3.17,3.8,-0.46
05:06:02.128,05:06:02.128,45101.788,0x8A,0x00,True,5,3.17,3.83,-0.47
05:06:32.128,05:06:32.128,45131.788,0x8A,0x00,True,4,3.2,3.79,-0.46
05:07:02.107,05:07:02.107,45161.767,0x8A,0x00,True,5,3.17,3.83,-0.46
05:07:32.103,05:07:32.103,45191.763,0x8A,0x00,True,4,3.19,3.78,-0.45
05:08:02.098,05:08:02.098,45221.758,0x8A,0x00,True,5,3.17,3.83,-0.47
05:08:32.098,05:08:32.098,45251.758,0x8A,0x00,True,5,3.16,3.83,-0.5
05:09:02.078,05:09:02.078,45281.738,0x8A,0x00,True,4,3.16,3.79,-0.46
05:09:32.088,05:09:32.088,45311.748,0x8A,0x00,True,5,3.17,3.84,-0.49
05:10:02.067,05:10:02.067,45341.727,0x8A,0x00,True,5,3.18,3.82,-0.47
05:10:32.058,05:10:32.058,45371.718,0x8A,0x00,True,4,3.17,3.79,-0.46
05:11:02.067,05:11:02.067,45401.727,0x8A,0x00,True,5,3.17,3.82,-0.52
05:11:32.058,05:11:32.058,45431.718,0x8A,0x00,True,4,3.17,3.79,-0.44
05:12:02.055,05:12:02.055,45461.715,0x8A,0x00,True,5,3.2,3.82,-0.5
05:12:32.027,05:12:32.027,45491.687,0x8A,0x00,True,4,3.14,3.83,-0.46
05:13:02.038,05:13:02.038,45521.698,0x8A,0x00,True,5,3.17,3.86,-0.45
05:13:32.022,05:13:32.022,45551.682,0x8A,0x00,True,5,3.18,3.81,-0.49
05:14:02.022,05:14:02.022,45581.682,0x8A,0x00,True,4,3.18,3.81,-0.49
05:14:32.018,05:14:32.018,45611.678,0x8A,0x00,True,4,3.17,3.82,-0.48
05:15:02.013,05:15:02.013,45641.673,0x8A,0x00,True,4,3.15,3.79,-0.49
05:15:32.008,05:15:32.008,45671.668,0x8A,0x00,True,4,3.17,3.8,-0.46
05:16:02.008,05:16:02.008,45701.668,0x8A,0x00,True,4,3.18,3.8,-0.49
05:16:31.997,05:16:31.997,45731.657,0x8A,0x00,True,4,3.14,3.81,-0.47
05:17:02.003,05:17:02.003,45761.663,0x8A,0x00,True,4,3.15,3.79,-0.44
05:17:31.998,05:17:31.998,45791.658,0x8A,0x00,True,4,3.15,3.83,-0.47
05:18:01.992,05:18:01.992,45821.652,0x8A,0x00,True,4,3.16,3.81,-0.46
05:18:31.982,05:18:31.982,45851.642,0x8A,0x00,True,4,3.14,3.77,-0.5
05:19:01.985,05:19:01.985,45881.645,0x8A,0x00,True,4,3.15,3.79,-0.41
05:19:31.973,05:19:31.973,45911.633,0x8A,0x00,True,4,3.17,3.79,-0.42
05:20:01.958,05:20:01.958,45941.618,0x8A,0x00,True,4,3.14,3.77,-0.51
05:20:31.947,05:20:31.947,45971.607,0x8A,0x00,True,4,3.18,3.8,-0.5
05:21:01.942,05:21:01.942,46001.602,0x8A,0x00,True,5,3.17,3.83,-0.5
05:21:31.933,05:21:31.933,46031.593,0x8A,0x00,True,4,3.17,3.81,-0.51
05:22:01.928,05:22:01.928,46061.588,0x8A,0x00,True,4,3.14,3.78,-0.48
05:22:31.937,05:22:31.937,46091.597,0x8A,0x00,True,4,3.16,3.81,-0.45
05:23:01.933,05:23:01.933,46121.593,0x8A,0x00,True,4,3.15,3.81,-0.45
05:23:31.926,05:23:31.926,46151.586,0x8A,0x00,True,4,3.16,3.81,-0.53
05:24:01.923,05:24:01.923,46181.583,0x8A,0x00,True,4,3.15,3.81,-0.5
05:24:31.897,05:24:31.897,46211.557,0x8A,0x00,True,4,3.17,3.78,-0.5
05:25:01.908,05:25:01.908,46241.568,0x8A,0x00,True,4,3.15,3.82,-0.45
05:25:31.897,05:25:31.897,46271.557,0x8A,0x00,True,4,3.18,3.8,-0.47
05:26:01.882,05:26:01.882,46301.542,0x8A,0x00,True,4,3.15,3.77,-0.48
05:26:31.872,05:26:31.872,46331.532,0x8A,0x00,True,5,3.17,3.83,-0.51
05:27:01.873,05:27:01.873,46361.533,0x8A,0x00,True,4,3.18,3.79,-0.53
05:27:31.857,05:27:31.857,46391.517,0x8A,0x00,True,4,3.13,3.81,-0.46
05:28:01.876,05:28:01.876,46421.536,0x8A,0x00,True,4,3.17,3.81,-0.42
05:28:31.860,05:28:31.860,46451.52,0x8A,0x00,True,4,3.17,3.81,-0.52
05:29:01.838,05:29:01.838,46481.498,0x8A,0x00,True,4,3.18,3.8,-0.53
05:29:31.832,05:29:31.832,46511.492,0x8A,0x00,True,4,3.17,3.8,-0.43
05:30:01.843,05:30:01.843,46541.503,0x8A,0x00,True,4,3.17,3.8,-0.46
05:30:31.836,05:30:31.836,46571.496,0x8A,0x00,True,4,3.17,3.8,-0.48
05:31:01.827,05:31:01.827,46601.487,0x8A,0x00,True,5,3.2,3.81,-0.47
05:31:31.812,05:31:31.812,46631.472,0x8A,0x00,True,4,3.17,3.8,-0.48
05:32:01.798,05:32:01.798,46661.458,0x8A,0x00,True,5,3.22,3.83,-0.5
05:32:31.806,05:32:31.806,46691.466,0x8A,0x00,True,4,3.17,3.83,-0.49
05:33:01.782,05:33:01.782,46721.442,0x8A,0x00,True,5,3.18,3.82,-0.55
05:33:31.787,05:33:31.787,46751.447,0x8A,0x00,True,4,3.2,3.8,-0.46
05:34:01.785,05:34:01.785,46781.445,0x8A,0x00,True,5,3.18,3.84,-0.48
05:34:31.762,05:34:31.762,46811.422,0x8A,0x00,True,4,3.18,3.81,-0.45
05:35:01.758,05:35:01.758,46841.418,0x8A,0x00,True,4,3.18,3.81,-0.48
05:35:31.737,05:35:31.737,46871.397,0x8A,0x00,True,4,3.17,3.82,-0.5
05:36:01.728,05:36:01.728,46901.388,0x8A,0x00,True,4,3.14,3.82,-0.47
05:36:31.723,05:36:31.723,46931.383,0x8A,0x00,True,4,3.17,3.8,-0.48
05:37:01.708,05:37:01.708,46961.368,0x8A,0x00,True,4,3.16,3.81,-0.54
05:37:31.702,05:37:31.702,46991.362,0x8A,0x00,True,4,3.17,3.8,-0.49
05:38:01.707,05:38:01.707,47021.367,0x8A,0x00,True,4,3.18,3.81,-0.52
05:38:31.697,05:38:31.697,47051.357,0x8A,0x00,True,4,3.16,3.79,-0.51
05:39:01.683,05:39:01.683,47081.343,0x8A,0x00,True,4,3.14,3.83,-0.5
05:39:31.678,05:39:31.678,47111.338,0x8A,0x00,True,5,3.17,3.84,-0.42
05:40:01.662,05:40:01.662,47141.322,0x8A,0x00,True,4,3.16,3.8,-0.48
05:40:31.657,05:40:31.657,47171.317,0x8A,0x00,True,4,3.18,3.8,-0.46
05:41:01.638,05:41:01.638,47201.298,0x8A,0x00,True,4,3.17,3.83,-0.47
05:41:31.643,05:41:31.643,47231.303,0x8A,0x00,True,4,3.17,3.8,-0.46
05:42:01.625,05:42:01.625,47261.285,0x8A,0x00,True,4,3.17,3.8,-0.43
05:42:31.613,05:42:31.613,47291.273,0x8A,0x00,True,5,3.2,3.85,-0.5
05:43:01.612,05:43:01.612,47321.272,0x8A,0x00,True,5,3.16,3.84,-0.48
05:43:31.598,05:43:31.598,47351.258,0x8A,0x00,True,4,3.14,3.79,-0.46
05:44:01.598,05:44:01.598,47381.258,0x8A,0x00,True,4,3.15,3.8,-0.5
05:44:31.583,05:44:31.583,47411.243,0x8A,0x00,True,4,3.16,3.79,-0.49
05:45:01.582,05:45:01.582,47441.242,0x8A,0x00,True,4,3.14,3.85,-0.46
05:45:31.578,05:45:31.578,47471.238,0x8A,0x00,True,4,3.16,3.79,-0.53
05:46:01.570,05:46:01.570,47501.23,0x8A,0x00,True,4,3.18,3.79,-0.44
05:46:31.553,05:46:31.553,47531.213,0x8A,0x00,True,4,3.14,3.79,-0.46
05:47:01.542,05:47:01.542,47561.202,0x8A,0x00,True,4,3.18,3.79,-0.4
05:47:31.543,05:47:31.543,47591.203,0x8A,0x00,True,5,3.2,3.83,-0.49
05:48:01.527,05:48:01.527,47621.187,0x8A,0x00,True,4,3.14,3.8,-0.48
05:48:31.527,05:48:31.527,47651.187,0x8A,0x00,True,5,3.2,3.8,-0.5
05:49:01.522,05:49:01.522,47681.182,0x8A,0x00,True,4,3.14,3.79,-0.41
05:49:31.513,05:49:31.513,47711.173,0x8A,0x00,True,4,3.17,3.8,-0.43
05:50:01.502,05:50:01.502,47741.162,0x8A,0x00,True,4,3.16,3.81,-0.5
05:50:31.497,05:50:31.497,47771.157,0x8A,0x00,True,4,3.16,3.83,-0.48
05:51:01.478,05:51:01.478,47801.138,0x8A,0x00,True,4,3.19,3.79,-0.51
05:51:31.473,05:51:31.473,47831.133,0x8A,0x00,True,4,3.17,3.83,-0.42
05:52:01.463,05:52:01.463,47861.123,0x8A,0x00,True,4,3.16,3.79,-0.49
05:52:31.468,05:52:31.468,47891.128,0x8A,0x00,True,4,3.16,3.82,-0.44
05:53:01.458,05:53:01.458,47921.118,0x8A,0x00,True,4,3.17,3.81,-0.46
05:53:31.448,05:53:31.448,47951.108,0x8A,0x00,True,4,3.16,3.81,-0.49
05:54:01.447,05:54:01.447,47981.107,0x8A,0x00,True,4,3.2,3.81,-0.47
05:54:31.428,05:54:31.428,48011.088,0x8A,0x00,True,4,3.13,3.83,-0.48
05:55:01.423,05:55:01.423,48041.083,0x8A,0x00,True,4,3.15,3.79,-0.47
05:55:31.428,05:55:31.428,48071.088,0x8A,0x00,True,4,3.19,3.8,-0.48
05:56:01.417,05:56:01.417,48101.077,0x8A,0x00,True,4,3.16,3.78,-0.48
05:56:31.397,05:56:31.397,48131.057,0x8A,0x00,True,4,3.14,3.78,-0.45
05:57:01.393,05:57:01.393,48161.053,0x8A,0x00,True,4,3.17,3.8,-0.52
05:57:31.383,05:57:31.383,48191.043,0x8A,0x00,True,4,3.13,3.8,-0.43
05:58:01.397,05:58:01.397,48221.057,0x8A,0x00,True,4,3.16,3.8,-0.46
05:58:31.383,05:58:31.383,48251.043,0x8A,0x00,True,4,3.18,3.81,-0.48
05:59:01.378,05:59:01.378,48281.038,0x8A,0x00,True,4,3.18,3.82,-0.47
05:59:31.372,05:59:31.372,48311.032,0x8A,0x00,True,4,3.16,3.78,-0.45
06:00:01.362,06:00:01.362,48341.022,0x8A,0x00,True,4,3.15,3.81,-0.47
06:00:31.363,06:00:31.363,48371.023,0x8A,0x00,True,4,3.2,3.8,-0.48
06:01:01.348,06:01:01.348,48401.008,0x8A,0x00,True,4,3.17,3.77,-0.5
06:01:31.353,06:01:31.353,48431.013,0x8A,0x00,True,5,3.18,3.83,-0.51
06:02:01.357,06:02:01.357,48461.017,0x8A,0x00,True,5,3.19,3.81,-0.51
06:02:31.348,06:02:31.348,48491.008,0x8A,0x00,True,5,3.21,3.81,-0.51
06:03:01.338,06:03:01.338,48520.998,0x8A,0x00,True,4,3.13,3.79,-0.54
06:03:31.332,06:03:31.332,48550.992,0x8A,0x00,True,5,3.17,3.85,-0.54
06:04:01.312,06:04:01.312,48580.972,0x8A,0x00,True,4,3.17,3.77,-0.51
06:04:31.311,06:04:31.311,48610.971,0x8A,0x00,True,4,3.14,3.82,-0.52
06:05:01.303,06:05:01.303,48640.963,0x8A,0x00,True,4,3.17,3.81,-0.47
06:05:31.317,06:05:31.317,48670.977,0x8A,0x00,True,4,3.16,3.81,-0.42
06:06:01.297,06:06:01.297,48700.957,0x8A,0x00,True,4,3.17,3.79,-0.47
06:06:31.303,06:06:31.303,48730.963,0x8A,0x00,True,4,3.16,3.79,-0.43
06:07:01.303,06:07:01.303,48760.963,0x8A,0x00,True,4,3.17,3.78,-0.51
06:07:31.298,06:07:31.298,48790.958,0x8A,0x00,True,4,3.2,3.76,-0.47
06:08:01.288,06:08:01.288,48820.948,0x8A,0x00,True,4,3.19,3.74,-0.5
06:08:31.277,06:08:31.277,48850.937,0x8A,0x00,True,4,3.15,3.77,-0.44
06:09:01.272,06:09:01.272,48880.932,0x8A,0x00,True,4,3.16,3.79,-0.48
06:09:31.272,06:09:31.272,48910.932,0x8A,0x00,True,4,3.17,3.78,-0.52
06:10:01.263,06:10:01.263,48940.923,0x8A,0x00,True,4,3.17,3.77,-0.48
06:10:31.247,06:10:31.247,48970.907,0x8A,0x00,True,4,3.17,3.79,-0.5
06:11:01.258,06:11:01.258,49000.918,0x8A,0x00,True,4,3.13,3.76,-0.46
06:11:33.468,06:11:33.468,49033.128,0x8A,0x00,True,4,3.16,3.77,-0.46
06:12:03.466,06:12:03.466,49063.126,0x8A,0x00,True,4,3.17,3.8,-0.42
06:12:33.337,06:12:33.337,49092.997,0x8A,0x00,True,4,3.17,3.8,-0.5
06:13:01.246,06:13:01.246,49120.906,0x8A,0x00,True,4,3.14,3.77,-0.51
06:13:31.227,06:13:31.227,49150.887,0x8A,0x00,True,4,3.17,3.79,-0.46
06:14:01.227,06:14:01.227,49180.887,0x8A,0x00,True,4,3.15,3.8,-0.44
06:14:31.227,06:14:31.227,49210.887,0x8A,0x00,True,4,3.2,3.79,-0.49
06:15:01.217,06:15:01.217,49240.877,0x8A,0x00,True,4,3.19,3.81,-0.49
06:15:31.212,06:15:31.212,49270.872,0x8A,0x00,True,4,3.18,3.8,-0.49
06:16:01.222,06:16:01.222,49300.882,0x8A,0x00,True,4,3.16,3.76,-0.5
06:16:31.211,06:16:31.211,49330.871,0x8A,0x00,True,4,3.17,3.8,-0.46
06:17:01.201,06:17:01.201,49360.861,0x8A,0x00,True,4,3.18,3.79,-0.49
06:17:31.211,06:17:31.211,49390.871,0x8A,0x00,True,4,3.16,3.82,-0.49
06:18:01.202,06:18:01.202,49420.862,0x8A,0x00,True,4,3.16,3.8,-0.48
06:18:31.201,06:18:31.201,49450.861,0x8A,0x00,True,4,3.16,3.8,-0.46
06:19:01.202,06:19:01.202,49480.862,0x8A,0x00,True,4,3.16,3.81,-0.41
06:19:31.198,06:19:31.198,49510.858,0x8A,0x00,True,4,3.16,3.79,-0.48
06:20:01.197,06:20:01.197,49540.857,0x8A,0x00,True,4,3.16,3.82,-0.52
06:20:31.191,06:20:31.191,49570.851,0x8A,0x00,True,4,3.17,3.79,-0.52
06:21:01.187,06:21:01.187,49600.847,0x8A,0x00,True,4,3.17,3.77,-0.5
06:21:31.182,06:21:31.182,49630.842,0x8A,0x00,True,4,3.14,3.8,-0.41
06:22:01.176,06:22:01.176,49660.836,0x8A,0x00,True,4,3.16,3.79,-0.52
06:22:31.177,06:22:31.177,49690.837,0x8A,0x00,True,4,3.15,3.79,-0.46
06:23:01.161,06:23:01.161,49720.821,0x8A,0x00,True,5,3.22,3.81,-0.44
06:23:31.172,06:23:31.172,49750.832,0x8A,0x00,True,5,3.18,3.82,-0.47
06:24:01.156,06:24:01.156,49780.816,0x8A,0x00,True,5,3.18,3.82,-0.5
06:24:31.166,06:24:31.166,49810.826,0x8A,0x00,True,4,3.17,3.82,-0.47
06:25:01.157,06:25:01.157,49840.817,0x8A,0x00,True,4,3.19,3.81,-0.48
06:25:31.156,06:25:31.156,49870.816,0x8A,0x00,True,4,3.16,3.77,-0.47
06:26:01.151,06:26:01.151,49900.811,0x8A,0x00,True,4,3.17,3.8,-0.44
06:26:31.162,06:26:31.162,49930.822,0x8A,0x00,True,4,3.17,3.81,-0.47
06:27:01.146,06:27:01.146,49960.806,0x8A,0x00,True,5,3.19,3.83,-0.5
06:27:31.151,06:27:31.151,49990.811,0x8A,0x00,True,5,3.2,3.85,-0.49
06:28:01.142,06:28:01.142,50020.802,0x8A,0x00,True,4,3.16,3.77,-0.48
06:28:31.151,06:28:31.151,50050.811,0x8A,0x00,True,4,3.18,3.8,-0.48
06:29:01.137,06:29:01.137,50080.797,0x8A,0x00,True,5,3.18,3.83,-0.49
06:29:31.132,06:29:31.132,50110.792,0x8A,0x00,True,4,3.18,3.76,-0.48
06:30:01.132,06:30:01.132,50140.792,0x8A,0x00,True,4,3.19,3.8,-0.51
06:30:31.126,06:30:31.126,50170.786,0x8A,0x00,True,4,3.17,3.8,-0.48
06:31:01.132,06:31:01.132,50200.792,0x8A,0x00,True,4,3.19,3.8,-0.5
06:31:31.131,06:31:31.131,50230.791,0x8A,0x00,True,5,3.19,3.83,-0.47
06:32:01.132,06:32:01.132,50260.792,0x8A,0x00,True,4,3.18,3.78,-0.54
06:32:31.127,06:32:31.127,50290.787,0x8A,0x00,True,4,3.19,3.74,-0.5
06:33:01.126,06:33:01.126,50320.786,0x8A,0x00,True,4,3.17,3.76,-0.52
06:33:31.127,06:33:31.127,50350.787,0x8A,0x00,True,4,3.16,3.76,-0.42
06:34:01.121,06:34:01.121,50380.781,0x8A,0x00,True,4,3.16,3.75,-0.53
06:34:31.116,06:34:31.116,50410.776,0x8A,0x00,True,4,3.18,3.81,-0.47
06:35:01.116,06:35:01.116,50440.776,0x8A,0x00,True,4,3.15,3.77,-0.46
06:35:31.111,06:35:31.111,50470.771,0x8A,0x00,True,4,3.18,3.78,-0.47
06:36:01.111,06:36:01.111,50500.771,0x8A,0x00,True,4,3.17,3.82,-0.5
06:36:31.112,06:36:31.112,50530.772,0x8A,0x00,True,4,3.14,3.76,-0.5
06:37:01.111,06:37:01.111,50560.771,0x8A,0x00,True,4,3.18,3.8,-0.47
06:37:31.111,06:37:31.111,50590.771,0x8A,0x00,True,4,3.17,3.77,-0.48
06:38:01.106,06:38:01.106,50620.766,0x8A,0x00,True,4,3.17,3.79,-0.48
06:38:31.111,06:38:31.111,50650.771,0x8A,0x00,True,4,3.17,3.81,-0.48
06:39:01.116,06:39:01.116,50680.776,0x8A,0x00,True,4,3.2,3.78,-0.46
06:39:31.112,06:39:31.112,50710.772,0x8A,0x00,True,4,3.16,3.8,-0.49
06:40:01.111,06:40:01.111,50740.771,0x8A,0x00,True,4,3.16,3.81,-0.42
06:40:31.102,06:40:31.102,50770.762,0x8A,0x00,True,4,3.18,3.81,-0.47
06:41:01.106,06:41:01.106,50800.766,0x8A,0x00,True,4,3.17,3.8,-0.5
06:41:31.107,06:41:31.107,50830.767,0x8A,0x00,True,4,3.16,3.79,-0.46
06:42:01.102,06:42:01.102,50860.762,0x8A,0x00,True,4,3.18,3.77,-0.51
06:42:31.097,06:42:31.097,50890.757,0x8A,0x00,True,4,3.15,3.8,-0.52
06:43:01.087,06:43:01.087,50920.747,0x8A,0x00,True,4,3.17,3.8,-0.51
06:43:31.092,06:43:31.092,50950.752,0x8A,0x00,True,4,3.17,3.81,-0.52
06:44:01.081,06:44:01.081,50980.741,0x8A,0x00,True,4,3.16,3.77,-0.48
06:44:31.072,06:44:31.072,51010.732,0x8A,0x00,True,4,3.16,3.8,-0.49
06:45:01.071,06:45:01.071,51040.731,0x8A,0x00,True,4,3.15,3.77,-0.46
06:45:31.072,06:45:31.072,51070.732,0x8A,0x00,True,4,3.17,3.8,-0.51
06:46:01.062,06:46:01.062,51100.722,0x8A,0x00,True,4,3.19,3.8,-0.52
06:46:31.062,06:46:31.062,51130.722,0x8A,0x00,True,4,3.14,3.78,-0.45
06:47:01.071,06:47:01.071,51160.731,0x8A,0x00,True,4,3.16,3.8,-0.47
06:47:31.062,06:47:31.062,51190.722,0x8A,0x00,True,4,3.16,3.79,-0.49
06:48:01.071,06:48:01.071,51220.731,0x8A,0x00,True,4,3.13,3.81,-0.48
06:48:31.061,06:48:31.061,51250.721,0x8A,0x00,True,4,3.18,3.8,-0.48
06:49:01.062,06:49:01.062,51280.722,0x8A,0x00,True,4,3.14,3.81,-0.46
06:49:31.064,06:49:31.064,51310.724,0x8A,0x00,True,4,3.16,3.8,-0.5
06:50:01.066,06:50:01.066,51340.726,0x8A,0x00,True,4,3.16,3.8,-0.5
06:50:31.057,06:50:31.057,51370.717,0x8A,0x00,True,4,3.17,3.78,-0.49
06:51:01.052,06:51:01.052,51400.712,0x8A,0x00,True,4,3.13,3.79,-0.44
06:51:31.052,06:51:31.052,51430.712,0x8A,0x00,True,4,3.16,3.76,-0.45
06:52:01.062,06:52:01.062,51460.722,0x8A,0x00,True,5,3.17,3.82,-0.56
06:52:31.052,06:52:31.052,51490.712,0x8A,0x00,True,4,3.17,3.79,-0.49
06:53:01.061,06:53:01.061,51520.721,0x8A,0x00,True,4,3.14,3.75,-0.42
06:53:31.047,06:53:31.047,51550.707,0x8A,0x00,True,4,3.16,3.81,-0.47
06:54:01.064,06:54:01.064,51580.724,0x8A,0x00,True,4,3.13,3.79,-0.51
06:54:31.051,06:54:31.051,51610.711,0x8A,0x00,True,4,3.15,3.77,-0.46
06:55:01.047,06:55:01.047,51640.707,0x8A,0x00,True,4,3.17,3.79,-0.49
06:55:31.065,06:55:31.065,51670.725,0x8A,0x00,True,4,3.16,3.77,-0.41
06:56:01.058,06:56:01.058,51700.718,0x8A,0x00,True,4,3.17,3.81,-0.45
06:56:31.052,06:56:31.052,51730.712,0x8A,0x00,True,4,3.15,3.77,-0.49
06:57:01.060,06:57:01.060,51760.72,0x8A,0x00,True,4,3.17,3.82,-0.49
06:57:31.052,06:57:31.052,51790.712,0x8A,0x00,True,4,3.18,3.76,-0.49
06:58:01.036,06:58:01.036,51820.696,0x8A,0x00,True,4,3.16,3.79,-0.49
06:58:31.037,06:58:31.037,51850.697,0x8A,0x00,True,4,3.16,3.79,-0.46
06:59:01.047,06:59:01.047,51880.707,0x8A,0x00,True,4,3.14,3.77,-0.43
06:59:31.046,06:59:31.046,51910.706,0x8A,0x00,True,4,3.13,3.82,-0.47
07:00:01.043,07:00:01.043,51940.703,0x8A,0x00,True,4,3.15,3.79,-0.47
07:00:31.047,07:00:31.047,51970.707,0x8A,0x00,True,4,3.17,3.81,-0.5
07:01:01.036,07:01:01.036,52000.696,0x8A,0x00,True,4,3.16,3.83,-0.48
07:01:31.046,07:01:31.046,52030.706,0x8A,0x00,True,4,3.18,3.8,-0.49
07:02:01.037,07:02:01.037,52060.697,0x8A,0x00,True,4,3.13,3.76,-0.47
07:02:31.052,07:02:31.052,52090.712,0x8A,0x00,True,4,3.16,3.78,-0.48
07:03:01.042,07:03:01.042,52120.702,0x8A,0x00,True,4,3.18,3.8,-0.49
07:03:31.052,07:03:31.052,52150.712,0x8A,0x00,True,4,3.16,3.78,-0.46
07:04:01.051,07:04:01.051,52180.711,0x8A,0x00,True,4,3.14,3.81,-0.55
07:04:31.057,07:04:31.057,52210.717,0x8A,0x00,True,4,3.16,3.81,-0.48
07:05:01.042,07:05:01.042,52240.702,0x8A,0x00,True,4,3.16,3.81,-0.51
07:05:31.052,07:05:31.052,52270.712,0x8A,0x00,True,4,3.16,3.78,-0.49
07:06:01.057,07:06:01.057,52300.717,0x8A,0x00,True,4,3.14,3.78,-0.48
07:06:31.057,07:06:31.057,52330.717,0x8A,0x00,True,4,3.19,3.8,-0.5
07:07:01.047,07:07:01.047,52360.707,0x8A,0x00,True,4,3.14,3.76,-0.55
07:07:31.057,07:07:31.057,52390.717,0x8A,0x00,True,4,3.18,3.79,-0.52
07:08:01.066,07:08:01.066,52420.726,0x8A,0x00,True,4,3.13,3.81,-0.44
07:08:31.052,07:08:31.052,52450.712,0x8A,0x00,True,4,3.17,3.81,-0.45
07:09:01.062,07:09:01.062,52480.722,0x8A,0x00,True,4,3.14,3.75,-0.52
07:09:31.052,07:09:31.052,52510.712,0x8A,0x00,True,4,3.14,3.83,-0.46
07:10:01.062,07:10:01.062,52540.722,0x8A,0x00,True,4,3.17,3.8,-0.46
07:10:31.052,07:10:31.052,52570.712,0x8A,0x00,True,4,3.16,3.83,-0.45
07:11:01.066,07:11:01.066,52600.726,0x8A,0x00,True,4,3.16,3.76,-0.43
07:11:31.057,07:11:31.057,52630.717,0x8A,0x00,True,4,3.13,3.77,-0.46
07:12:01.057,07:12:01.057,52660.717,0x8A,0x00,True,4,3.13,3.8,-0.5
07:12:31.057,07:12:31.057,52690.717,0x8A,0x00,True,4,3.16,3.77,-0.48
07:13:01.066,07:13:01.066,52720.726,0x8A,0x00,True,4,3.15,3.83,-0.5
07:13:31.057,07:13:31.057,52750.717,0x8A,0x00,True,4,3.15,3.76,-0.48
07:14:01.066,07:14:01.066,52780.726,0x8A,0x00,True,4,3.16,3.78,-0.48
07:14:31.057,07:14:31.057,52810.717,0x8A,0x00,True,4,3.16,3.76,-0.5
07:15:01.066,07:15:01.066,52840.726,0x8A,0x00,True,4,3.19,3.79,-0.49
07:15:31.062,07:15:31.062,52870.722,0x8A,0x00,True,4,3.2,3.76,-0.49
07:16:01.066,07:16:01.066,52900.726,0x8A,0x00,True,4,3.18,3.79,-0.43
07:16:31.052,07:16:31.052,52930.712,0x8A,0x00,True,4,3.2,3.8,-0.46
07:17:01.051,07:17:01.051,52960.711,0x8A,0x00,True,4,3.16,3.8,-0.48
07:17:31.052,07:17:31.052,52990.712,0x8A,0x00,True,5,3.16,3.84,-0.48
07:18:01.057,07:18:01.057,53020.717,0x8A,0x00,True,4,3.16,3.81,-0.42
07:18:31.052,07:18:31.052,53050.712,0x8A,0x00,True,4,3.15,3.79,-0.52
07:19:01.057,07:19:01.057,53080.717,0x8A,0x00,True,4,3.16,3.78,-0.51
