时间戳,绝对时间,相对时间(s),功能码,参数,校验通过,Roll,Pitch,Yaw,MagDisturb,Temp
16:34:20.340,16:34:20.340,0.0,0x82,0x00,True,2.25,-4.45,99.72,0,55.04
16:34:50.370,16:34:50.370,30.03,0x82,0x00,True,2.25,-4.42,99.76,0,55.02
16:35:20.391,16:35:20.391,60.051,0x82,0x00,True,2.28,-4.42,99.81,0,55.17
16:35:50.420,16:35:50.420,90.08,0x82,0x00,True,2.27,-4.4,99.8,0,55.15
16:36:20.481,16:36:20.481,120.141,0x82,0x00,True,2.25,-4.41,99.83,0,55.31
16:36:50.495,16:36:50.495,150.155,0x82,0x00,True,2.26,-4.42,99.83,0,55.26
16:37:20.515,16:37:20.515,180.175,0x82,0x00,True,2.27,-4.43,99.82,0,55.39
16:37:50.560,16:37:50.560,210.22,0x82,0x00,True,2.26,-4.44,99.84,0,55.4
16:38:20.580,16:38:20.580,240.24,0x82,0x00,True,2.26,-4.44,99.8,0,55.42
16:38:50.595,16:38:50.595,270.255,0x82,0x00,True,2.27,-4.42,99.8,0,55.52
16:39:20.645,16:39:20.645,300.305,0x82,0x00,True,2.26,-4.43,99.79,0,55.5
16:39:50.665,16:39:50.665,330.325,0x82,0x00,True,2.27,-4.44,99.82,0,55.6
16:40:20.689,16:40:20.689,360.349,0x82,0x00,True,2.28,-4.42,99.8,0,55.6
16:40:50.735,16:40:50.735,390.395,0x82,0x00,True,2.27,-4.43,99.8,0,55.65
16:41:20.765,16:41:20.765,420.425,0x82,0x00,True,2.27,-4.38,99.82,0,55.61
16:41:50.790,16:41:50.790,450.45,0x82,0x00,True,2.26,-4.44,99.78,0,55.54
16:42:20.820,16:42:20.820,480.48,0x82,0x00,True,2.26,-4.43,99.76,0,55.51
16:42:50.855,16:42:50.855,510.515,0x82,0x00,True,2.27,-4.43,99.73,0,55.6
16:43:20.891,16:43:20.891,540.551,0x82,0x00,True,2.28,-4.42,99.77,0,55.53
16:43:50.905,16:43:50.905,570.565,0x82,0x00,True,2.26,-4.43,99.75,0,55.58
16:44:20.955,16:44:20.955,600.615,0x82,0x00,True,2.28,-4.42,99.76,0,55.6
16:44:50.979,16:44:50.979,630.639,0x82,0x00,True,2.27,-4.45,99.78,0,55.68
16:45:21.000,16:45:21.000,660.66,0x82,0x00,True,2.27,-4.44,99.79,0,55.69
16:45:51.030,16:45:51.030,690.69,0x82,0x00,True,2.29,-4.46,99.81,0,55.69
16:46:21.078,16:46:21.078,720.738,0x82,0x00,True,2.26,-4.45,99.84,0,55.79
16:46:51.110,16:46:51.110,750.77,0x82,0x00,True,2.28,-4.46,99.83,0,55.75
16:47:21.141,16:47:21.141,780.801,0x82,0x00,True,2.27,-4.45,99.82,0,55.72
16:47:51.170,16:47:51.170,810.83,0x82,0x00,True,2.28,-4.44,99.83,0,55.79
16:48:21.200,16:48:21.200,840.86,0x82,0x00,True,2.28,-4.43,99.78,0,55.67
16:48:51.225,16:48:51.225,870.885,0x82,0x00,True,2.27,-4.45,99.79,0,55.69
16:49:21.265,16:49:21.265,900.925,0x82,0x00,True,2.28,-4.45,99.84,0,55.7
16:49:51.295,16:49:51.295,930.955,0x82,0x00,True,2.28,-4.38,99.77,0,55.59
16:50:21.315,16:50:21.315,960.975,0x82,0x00,True,2.28,-4.42,99.74,0,55.56
16:50:51.355,16:50:51.355,991.015,0x82,0x00,True,2.27,-4.41,99.73,0,55.38
16:51:21.390,16:51:21.390,1021.05,0x82,0x00,True,2.28,-4.43,99.73,0,55.48
16:51:51.399,16:51:51.399,1051.059,0x82,0x00,True,2.28,-4.39,99.74,0,55.34
16:52:21.450,16:52:21.450,1081.11,0x82,0x00,True,2.28,-4.4,99.69,0,55.2
16:52:51.485,16:52:51.485,1111.145,0x82,0x00,True,2.27,-4.4,99.72,0,55.18
16:53:21.505,16:53:21.505,1141.165,0x82,0x00,True,2.27,-4.4,99.64,0,55.0
16:53:51.535,16:53:51.535,1171.195,0x82,0x00,True,2.27,-4.41,99.55,0,54.85
16:54:21.556,16:54:21.556,1201.216,0x82,0x00,True,2.27,-4.37,99.54,0,54.72
16:54:51.570,16:54:51.570,1231.23,0x82,0x00,True,2.26,-4.43,99.52,0,54.41
16:55:21.610,16:55:21.610,1261.27,0x82,0x00,True,2.25,-4.38,99.53,0,54.08
16:55:51.636,16:55:51.636,1291.296,0x82,0x00,True,2.26,-4.42,99.44,0,53.81
16:56:21.655,16:56:21.655,1321.315,0x82,0x00,True,2.26,-4.37,99.44,0,53.86
16:56:51.685,16:56:51.685,1351.345,0x82,0x00,True,2.26,-4.44,99.45,0,53.77
16:57:21.700,16:57:21.700,1381.36,0x82,0x00,True,2.28,-4.45,99.43,0,53.62
16:57:51.745,16:57:51.745,1411.405,0x82,0x00,True,2.26,-4.42,99.4,0,53.5
16:58:21.761,16:58:21.761,1441.421,0x82,0x00,True,2.27,-4.4,99.37,0,53.43
16:58:51.790,16:58:51.790,1471.45,0x82,0x00,True,2.26,-4.41,99.39,0,53.48
16:59:21.800,16:59:21.800,1501.46,0x82,0x00,True,2.25,-4.43,99.39,0,53.49
16:59:51.835,16:59:51.835,1531.495,0x82,0x00,True,2.26,-4.38,99.4,0,53.48
17:00:21.860,17:00:21.860,1561.52,0x82,0x00,True,2.27,-4.43,99.39,0,53.43
17:00:51.865,17:00:51.865,1591.525,0x82,0x00,True,2.24,-4.35,99.32,0,53.31
17:01:21.910,17:01:21.910,1621.57,0x82,0x00,True,2.25,-4.42,99.22,0,53.23
17:01:51.920,17:01:51.920,1651.58,0x82,0x00,True,2.27,-4.4,99.23,0,53.11
17:02:21.945,17:02:21.945,1681.605,0x82,0x00,True,2.26,-4.42,99.24,0,53.1
17:02:51.985,17:02:51.985,1711.645,0x82,0x00,True,2.26,-4.4,99.25,0,53.08
17:03:22.005,17:03:22.005,1741.665,0x82,0x00,True,2.27,-4.41,99.23,0,53.02
17:03:52.016,17:03:52.016,1771.676,0x82,0x00,True,2.25,-4.42,99.2,0,52.95
17:04:22.055,17:04:22.055,1801.715,0x82,0x00,True,2.25,-4.41,99.18,0,52.89
17:04:52.070,17:04:52.070,1831.73,0x82,0x00,True,2.25,-4.4,99.22,0,52.95
17:05:22.101,17:05:22.101,1861.761,0x82,0x00,True,2.26,-4.39,99.23,0,52.92
17:05:52.136,17:05:52.136,1891.796,0x82,0x00,True,2.25,-4.38,99.21,0,52.81
17:06:22.150,17:06:22.150,1921.81,0x82,0x00,True,2.27,-4.36,99.18,0,52.69
17:06:52.186,17:06:52.186,1951.846,0x82,0x00,True,2.25,-4.42,99.19,0,52.67
17:07:22.190,17:07:22.190,1981.85,0x82,0x00,True,2.26,-4.4,99.18,0,52.71
17:07:52.235,17:07:52.235,2011.895,0x82,0x00,True,2.25,-4.44,99.21,0,52.67
17:08:22.260,17:08:22.260,2041.92,0x82,0x00,True,2.27,-4.42,99.19,0,52.7
17:08:52.274,17:08:52.274,2071.934,0x82,0x00,True,2.25,-4.43,99.18,0,52.66
17:09:22.305,17:09:22.305,2101.965,0x82,0x00,True,2.25,-4.42,99.17,0,52.7
17:09:52.320,17:09:52.320,2131.98,0x82,0x00,True,2.24,-4.42,99.18,0,52.58
17:10:22.346,17:10:22.346,2162.006,0x82,0x00,True,2.25,-4.38,99.2,0,52.42
17:10:52.375,17:10:52.375,2192.035,0x82,0x00,True,2.25,-4.39,99.16,0,52.33
17:11:22.400,17:11:22.400,2222.06,0x82,0x00,True,2.24,-4.42,99.14,0,52.35
17:11:52.420,17:11:52.420,2252.08,0x82,0x00,True,2.24,-4.42,99.13,0,52.32
17:12:22.418,17:12:22.418,2282.078,0x82,0x00,True,2.26,-4.44,99.11,0,52.22
17:12:52.479,17:12:52.479,2312.139,0x82,0x00,True,2.24,-4.41,99.09,0,52.25
17:13:22.501,17:13:22.501,2342.161,0x82,0x00,True,2.25,-4.42,99.07,0,52.22
17:13:52.505,17:13:52.505,2372.165,0x82,0x00,True,2.26,-4.41,99.07,0,52.3
17:14:22.530,17:14:22.530,2402.19,0x82,0x00,True,2.25,-4.38,99.09,0,52.19
17:14:52.565,17:14:52.565,2432.225,0x82,0x00,True,2.25,-4.43,99.06,0,52.15
17:15:22.565,17:15:22.565,2462.225,0x82,0x00,True,2.26,-4.42,99.06,0,52.06
17:15:52.590,17:15:52.590,2492.25,0x82,0x00,True,2.25,-4.41,99.06,0,52.01
17:16:22.631,17:16:22.631,2522.291,0x82,0x00,True,2.25,-4.42,99.04,0,52.03
17:16:52.650,17:16:52.650,2552.31,0x82,0x00,True,2.26,-4.43,99.07,0,52.0
17:17:22.676,17:17:22.676,2582.336,0x82,0x00,True,2.25,-4.41,99.07,0,51.98
17:17:52.685,17:17:52.685,2612.345,0x82,0x00,True,2.25,-4.43,99.05,0,51.81
17:18:22.716,17:18:22.716,2642.376,0x82,0x00,True,2.25,-4.43,99.03,0,51.67
17:18:52.740,17:18:52.740,2672.4,0x82,0x00,True,2.24,-4.45,99.05,0,51.75
17:19:22.745,17:19:22.745,2702.405,0x82,0x00,True,2.25,-4.44,99.04,0,51.76
17:19:52.785,17:19:52.785,2732.445,0x82,0x00,True,2.24,-4.42,99.01,0,51.76
17:20:22.800,17:20:22.800,2762.46,0x82,0x00,True,2.25,-4.43,98.96,0,51.63
17:20:52.820,17:20:52.820,2792.48,0x82,0x00,True,2.23,-4.41,98.97,0,51.57
17:21:22.825,17:21:22.825,2822.485,0x82,0x00,True,2.25,-4.43,98.94,0,51.46
17:21:52.871,17:21:52.871,2852.531,0x82,0x00,True,2.24,-4.41,98.96,0,51.41
17:22:22.885,17:22:22.885,2882.545,0x82,0x00,True,2.24,-4.44,98.93,0,51.35
17:22:52.905,17:22:52.905,2912.565,0x82,0x00,True,2.23,-4.41,98.92,0,51.29
17:23:22.910,17:23:22.910,2942.57,0x82,0x00,True,2.24,-4.41,98.9,0,51.16
17:23:52.945,17:23:52.945,2972.605,0x82,0x00,True,2.24,-4.44,98.86,0,51.09
17:24:22.955,17:24:22.955,3002.615,0x82,0x00,True,2.23,-4.41,98.83,0,51.02
17:24:52.980,17:24:52.980,3032.64,0x82,0x00,True,2.24,-4.41,98.83,0,51.03
17:25:23.000,17:25:23.000,3062.66,0x82,0x00,True,2.24,-4.42,98.73,0,50.87
17:25:53.005,17:25:53.005,3092.665,0x82,0x00,True,2.21,-4.42,98.75,0,50.83
17:26:23.040,17:26:23.040,3122.7,0x82,0x00,True,2.23,-4.42,98.79,0,50.81
17:26:53.046,17:26:53.046,3152.706,0x82,0x00,True,2.23,-4.43,98.8,0,50.85
17:27:23.065,17:27:23.065,3182.725,0x82,0x00,True,2.23,-4.44,98.82,0,50.89
17:27:53.090,17:27:53.090,3212.75,0x82,0x00,True,2.23,-4.44,98.84,0,50.96
17:28:23.095,17:28:23.095,3242.755,0x82,0x00,True,2.24,-4.43,98.8,0,50.95
17:28:53.130,17:28:53.130,3272.79,0x82,0x00,True,2.24,-4.43,98.84,0,50.9
17:29:23.140,17:29:23.140,3302.8,0x82,0x00,True,2.25,-4.44,98.84,0,50.91
17:29:53.155,17:29:53.155,3332.815,0x82,0x00,True,2.24,-4.43,98.87,0,50.96
17:30:23.190,17:30:23.190,3362.85,0x82,0x00,True,2.24,-4.44,98.9,0,51.02
17:30:53.211,17:30:53.211,3392.871,0x82,0x00,True,2.25,-4.45,98.87,0,50.94
17:31:23.220,17:31:23.220,3422.88,0x82,0x00,True,2.24,-4.43,98.9,0,51.0
17:31:53.235,17:31:53.235,3452.895,0x82,0x00,True,2.24,-4.44,98.92,0,50.95
17:32:23.271,17:32:23.271,3482.931,0x82,0x00,True,2.25,-4.43,98.94,0,51.01
17:32:53.275,17:32:53.275,3512.935,0x82,0x00,True,2.24,-4.45,98.88,0,50.95
17:33:23.305,17:33:23.305,3542.965,0x82,0x00,True,2.25,-4.46,98.9,0,50.92
17:33:53.310,17:33:53.310,3572.97,0x82,0x00,True,2.24,-4.45,98.86,0,50.83
17:34:23.340,17:34:23.340,3603.0,0x82,0x00,True,2.25,-4.42,98.86,0,50.84
17:34:53.360,17:34:53.360,3633.02,0x82,0x00,True,2.24,-4.43,98.83,0,50.7
17:35:23.388,17:35:23.388,3663.048,0x82,0x00,True,2.23,-4.44,98.8,0,50.7
17:35:53.380,17:35:53.380,3693.04,0x82,0x00,True,2.24,-4.43,98.77,0,50.66
17:36:23.395,17:36:23.395,3723.055,0x82,0x00,True,2.23,-4.46,98.79,0,50.64
17:36:53.430,17:36:53.430,3753.09,0x82,0x00,True,2.24,-4.43,98.74,0,50.65
17:37:23.458,17:37:23.458,3783.118,0x82,0x00,True,2.23,-4.43,98.75,0,50.58
17:37:53.460,17:37:53.460,3813.12,0x82,0x00,True,2.25,-4.43,98.76,0,50.58
17:38:23.480,17:38:23.480,3843.14,0x82,0x00,True,2.23,-4.45,98.74,0,50.41
17:38:53.480,17:38:53.480,3873.14,0x82,0x00,True,2.23,-4.4,98.7,0,50.31
17:39:23.515,17:39:23.515,3903.175,0x82,0x00,True,2.24,-4.44,98.66,0,50.33
17:39:53.525,17:39:53.525,3933.185,0x82,0x00,True,2.23,-4.44,98.66,0,50.23
17:40:23.541,17:40:23.541,3963.201,0x82,0x00,True,2.24,-4.44,98.64,0,50.17
17:40:53.556,17:40:53.556,3993.216,0x82,0x00,True,2.23,-4.45,98.56,0,50.04
17:41:23.565,17:41:23.565,4023.225,0x82,0x00,True,2.24,-4.45,98.54,0,50.03
17:41:53.590,17:41:53.590,4053.25,0x82,0x00,True,2.22,-4.44,98.55,0,50.08
17:42:23.585,17:42:23.585,4083.245,0x82,0x00,True,2.23,-4.45,98.53,0,50.0
17:42:53.610,17:42:53.610,4113.27,0x82,0x00,True,2.24,-4.45,98.52,0,49.93
17:43:23.628,17:43:23.628,4143.288,0x82,0x00,True,2.24,-4.44,98.56,0,50.03
17:43:53.625,17:43:53.625,4173.285,0x82,0x00,True,2.23,-4.45,98.55,0,49.92
17:44:23.650,17:44:23.650,4203.31,0x82,0x00,True,2.22,-4.44,98.55,0,49.98
17:44:53.670,17:44:53.670,4233.33,0x82,0x00,True,2.23,-4.45,98.59,0,49.97
17:45:23.686,17:45:23.686,4263.346,0x82,0x00,True,2.22,-4.44,98.56,0,49.9
17:45:53.675,17:45:53.675,4293.335,0x82,0x00,True,2.24,-4.44,98.58,0,50.03
17:46:23.700,17:46:23.700,4323.36,0x82,0x00,True,2.23,-4.45,98.58,0,50.04
17:46:53.716,17:46:53.716,4353.376,0x82,0x00,True,2.23,-4.47,98.59,0,50.09
17:47:23.745,17:47:23.745,4383.405,0x82,0x00,True,2.23,-4.45,98.64,0,50.08
17:47:53.756,17:47:53.756,4413.416,0x82,0x00,True,2.23,-4.47,98.66,0,50.14
17:48:23.770,17:48:23.770,4443.43,0x82,0x00,True,2.24,-4.45,98.7,0,50.15
17:48:53.780,17:48:53.780,4473.44,0x82,0x00,True,2.23,-4.47,98.72,0,50.24
17:49:23.805,17:49:23.805,4503.465,0x82,0x00,True,2.23,-4.46,98.73,0,50.28
17:49:53.800,17:49:53.800,4533.46,0x82,0x00,True,2.23,-4.46,98.79,0,50.35
17:50:23.835,17:50:23.835,4563.495,0x82,0x00,True,2.24,-4.43,98.86,0,50.51
17:50:53.825,17:50:53.825,4593.485,0x82,0x00,True,2.24,-4.46,98.88,0,50.58
17:51:23.846,17:51:23.846,4623.506,0x82,0x00,True,2.24,-4.47,98.9,0,50.55
17:51:53.865,17:51:53.865,4653.525,0x82,0x00,True,2.23,-4.46,98.94,0,50.63
17:52:23.881,17:52:23.881,4683.541,0x82,0x00,True,2.22,-4.47,99.02,0,50.8
17:52:53.905,17:52:53.905,4713.565,0x82,0x00,True,2.22,-4.47,99.04,0,50.81
17:53:23.930,17:53:23.930,4743.59,0x82,0x00,True,2.23,-4.46,99.05,0,50.9
17:53:53.939,17:53:53.939,4773.599,0x82,0x00,True,2.24,-4.47,99.08,0,50.84
17:54:23.970,17:54:23.970,4803.63,0x82,0x00,True,2.24,-4.48,99.1,0,50.98
17:54:53.980,17:54:53.980,4833.64,0x82,0x00,True,2.23,-4.47,99.1,0,51.02
17:55:24.001,17:55:24.001,4863.661,0x82,0x00,True,2.23,-4.46,99.12,0,51.15
17:55:54.011,17:55:54.011,4893.671,0x82,0x00,True,2.23,-4.47,99.14,0,51.1
17:56:24.025,17:56:24.025,4923.685,0x82,0x00,True,2.24,-4.46,99.18,0,51.13
17:56:54.061,17:56:54.061,4953.721,0x82,0x00,True,2.25,-4.46,99.18,0,51.09
17:57:24.070,17:57:24.070,4983.73,0x82,0x00,True,2.24,-4.47,99.14,0,51.17
17:57:54.104,17:57:54.104,5013.764,0x82,0x00,True,2.25,-4.47,99.17,0,51.29
17:58:24.120,17:58:24.120,5043.78,0x82,0x00,True,2.24,-4.45,99.18,0,51.2
17:58:54.145,17:58:54.145,5073.805,0x82,0x00,True,2.26,-4.49,99.19,0,51.29
17:59:24.160,17:59:24.160,5103.82,0x82,0x00,True,2.25,-4.45,99.16,0,51.2
17:59:54.186,17:59:54.186,5133.846,0x82,0x00,True,2.25,-4.48,99.17,0,51.19
18:00:24.195,18:00:24.195,5163.855,0x82,0x00,True,2.26,-4.45,99.14,0,51.22
18:00:54.230,18:00:54.230,5193.89,0x82,0x00,True,2.24,-4.44,99.16,0,51.23
18:01:24.240,18:01:24.240,5223.9,0x82,0x00,True,2.24,-4.47,99.14,0,51.12
18:01:54.265,18:01:54.265,5253.925,0x82,0x00,True,2.25,-4.46,99.13,0,51.1
18:02:24.270,18:02:24.270,5283.93,0x82,0x00,True,2.26,-4.46,99.13,0,51.04
18:02:54.306,18:02:54.306,5313.966,0x82,0x00,True,2.24,-4.47,99.13,0,51.08
18:03:24.315,18:03:24.315,5343.975,0x82,0x00,True,2.25,-4.5,99.11,0,50.95
18:03:54.336,18:03:54.336,5373.996,0x82,0x00,True,2.24,-4.49,99.1,0,51.03
18:04:24.341,18:04:24.341,5404.001,0x82,0x00,True,2.25,-4.48,99.08,0,51.0
18:04:54.375,18:04:54.375,5434.035,0x82,0x00,True,2.24,-4.47,99.09,0,50.95
18:05:24.395,18:05:24.395,5464.055,0x82,0x00,True,2.24,-4.47,99.08,0,50.9
18:05:54.410,18:05:54.410,5494.07,0x82,0x00,True,2.24,-4.48,99.07,0,50.96
18:06:24.421,18:06:24.421,5524.081,0x82,0x00,True,2.25,-4.46,99.08,0,50.91
18:06:54.425,18:06:54.425,5554.085,0x82,0x00,True,2.25,-4.46,99.09,0,50.92
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.17,-4.4,99.68,0,43.58
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.18,-4.42,99.63,0,43.43
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.18,-4.38,99.59,0,43.38
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.19,-4.39,99.54,0,43.16
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.18,-4.37,99.48,0,43.02
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.16,-4.39,99.44,0,42.92
18:56:05.588,18:56:05.588,8505.248,0x82,0x00,True,2.17,-4.39,99.45,0,42.72
18:56:25.589,18:56:25.589,8525.249,0x82,0x00,True,2.17,-4.41,99.45,0,42.69
18:56:55.585,18:56:55.585,8555.245,0x82,0x00,True,2.17,-4.4,99.58,0,42.59
18:57:25.585,18:57:25.585,8585.245,0x82,0x00,True,2.17,-4.4,99.59,0,42.45
18:57:55.575,18:57:55.575,8615.235,0x82,0x00,True,2.17,-4.34,99.59,0,42.27
18:58:25.560,18:58:25.560,8645.22,0x82,0x00,True,2.17,-4.41,99.64,0,42.27
18:58:55.560,18:58:55.560,8675.22,0x82,0x00,True,2.18,-4.43,99.61,0,42.17
18:59:25.564,18:59:25.564,8705.224,0x82,0x00,True,2.17,-4.41,99.62,0,42.11
18:59:55.546,18:59:55.546,8735.206,0x82,0x00,True,2.18,-4.42,99.59,0,42.05
19:00:25.555,19:00:25.555,8765.215,0x82,0x00,True,2.17,-4.44,99.59,0,41.94
19:00:55.539,19:00:55.539,8795.199,0x82,0x00,True,2.16,-4.42,99.6,0,41.89
19:01:25.530,19:01:25.530,8825.19,0x82,0x00,True,2.16,-4.45,99.59,0,41.82
19:01:55.535,19:01:55.535,8855.195,0x82,0x00,True,2.18,-4.42,99.61,0,41.73
19:02:25.524,19:02:25.524,8885.184,0x82,0x00,True,2.17,-4.44,99.59,0,41.53
19:02:55.520,19:02:55.520,8915.18,0x82,0x00,True,2.16,-4.45,99.56,0,41.53
19:03:25.510,19:03:25.510,8945.17,0x82,0x00,True,2.17,-4.42,99.5,0,41.35
19:03:55.505,19:03:55.505,8975.165,0x82,0x00,True,2.17,-4.43,99.5,0,41.35
19:04:25.484,19:04:25.484,9005.144,0x82,0x00,True,2.18,-4.43,99.52,0,41.27
19:04:55.475,19:04:55.475,9035.135,0x82,0x00,True,2.16,-4.43,99.49,0,41.31
19:05:25.475,19:05:25.475,9065.135,0x82,0x00,True,2.16,-4.44,99.46,0,41.12
19:05:55.465,19:05:55.465,9095.125,0x82,0x00,True,2.17,-4.44,99.48,0,40.97
19:06:25.460,19:06:25.460,9125.12,0x82,0x00,True,2.17,-4.44,99.42,0,40.94
19:06:55.449,19:06:55.449,9155.109,0x82,0x00,True,2.16,-4.43,99.4,0,40.85
19:07:25.460,19:07:25.460,9185.12,0x82,0x00,True,2.17,-4.43,99.45,0,40.76
19:07:55.449,19:07:55.449,9215.109,0x82,0x00,True,2.16,-4.43,99.53,0,40.59
19:08:25.445,19:08:25.445,9245.105,0x82,0x00,True,2.16,-4.45,99.52,0,40.64
19:08:55.439,19:08:55.439,9275.099,0x82,0x00,True,2.16,-4.42,99.54,0,40.52
19:09:25.430,19:09:25.430,9305.09,0x82,0x00,True,2.17,-4.45,99.51,0,40.48
19:09:55.410,19:09:55.410,9335.07,0x82,0x00,True,2.15,-4.45,99.49,0,40.33
19:10:25.415,19:10:25.415,9365.075,0x82,0x00,True,2.16,-4.43,99.49,0,40.3
19:10:55.390,19:10:55.390,9395.05,0x82,0x00,True,2.15,-4.42,99.43,0,40.19
19:11:25.375,19:11:25.375,9425.035,0x82,0x00,True,2.16,-4.41,99.43,0,40.07
19:11:55.380,19:11:55.380,9455.04,0x82,0x00,True,2.16,-4.44,99.44,0,40.05
19:12:25.379,19:12:25.379,9485.039,0x82,0x00,True,2.14,-4.44,99.42,0,40.1
19:12:55.350,19:12:55.350,9515.01,0x82,0x00,True,2.16,-4.45,99.45,0,40.02
19:13:25.359,19:13:25.359,9545.019,0x82,0x00,True,2.16,-4.42,99.38,0,39.86
19:13:55.350,19:13:55.350,9575.01,0x82,0x00,True,2.15,-4.44,99.36,0,39.69
19:14:25.345,19:14:25.345,9605.005,0x82,0x00,True,2.16,-4.44,99.36,0,39.76
19:14:55.340,19:14:55.340,9635.0,0x82,0x00,True,2.15,-4.45,99.36,0,39.62
19:15:25.317,19:15:25.317,9664.977,0x82,0x00,True,2.16,-4.42,99.36,0,39.49
19:15:55.300,19:15:55.300,9694.96,0x82,0x00,True,2.16,-4.41,99.34,0,39.29
19:16:25.300,19:16:25.300,9724.96,0x82,0x00,True,2.15,-4.42,99.32,0,39.44
19:16:55.279,19:16:55.279,9754.939,0x82,0x00,True,2.16,-4.43,99.32,0,39.37
19:17:25.265,19:17:25.265,9784.925,0x82,0x00,True,2.16,-4.38,99.3,0,39.22
19:17:55.270,19:17:55.270,9814.93,0x82,0x00,True,2.15,-4.42,99.31,0,39.22
19:18:25.255,19:18:25.255,9844.915,0x82,0x00,True,2.16,-4.43,99.3,0,39.22
19:18:55.229,19:18:55.229,9874.889,0x82,0x00,True,2.16,-4.38,99.27,0,38.97
19:19:25.217,19:19:25.217,9904.877,0x82,0x00,True,2.15,-4.45,99.28,0,39.0
19:19:55.235,19:19:55.235,9934.895,0x82,0x00,True,2.16,-4.43,99.27,0,38.92
19:20:25.200,19:20:25.200,9964.86,0x82,0x00,True,2.15,-4.44,99.27,0,38.86
19:20:55.195,19:20:55.195,9994.855,0x82,0x00,True,2.15,-4.43,99.27,0,38.74
19:21:25.189,19:21:25.189,10024.849,0x82,0x00,True,2.15,-4.39,99.23,0,38.66
19:21:55.164,19:21:55.164,10054.824,0x82,0x00,True,2.15,-4.41,99.23,0,38.63
19:22:25.145,19:22:25.145,10084.805,0x82,0x00,True,2.15,-4.43,99.22,0,38.76
19:22:55.150,19:22:55.150,10114.81,0x82,0x00,True,2.15,-4.45,99.24,0,38.74
19:23:25.135,19:23:25.135,10144.795,0x82,0x00,True,2.14,-4.44,99.23,0,38.82
19:23:55.109,19:23:55.109,10174.769,0x82,0x00,True,2.15,-4.46,99.25,0,38.75
19:24:25.095,19:24:25.095,10204.755,0x82,0x00,True,2.15,-4.46,99.28,0,38.77
19:24:55.090,19:24:55.090,10234.75,0x82,0x00,True,2.14,-4.45,99.28,0,38.73
19:25:25.090,19:25:25.090,10264.75,0x82,0x00,True,2.13,-4.45,99.28,0,38.51
19:25:55.069,19:25:55.069,10294.729,0x82,0x00,True,2.14,-4.46,99.29,0,38.71
19:26:25.065,19:26:25.065,10324.725,0x82,0x00,True,2.15,-4.42,99.3,0,38.51
19:26:55.035,19:26:55.035,10354.695,0x82,0x00,True,2.14,-4.38,99.34,0,38.44
19:27:25.039,19:27:25.039,10384.699,0x82,0x00,True,2.13,-4.45,99.36,0,38.31
19:27:55.024,19:27:55.024,10414.684,0x82,0x00,True,2.15,-4.46,99.36,0,38.42
19:28:24.995,19:28:24.995,10444.655,0x82,0x00,True,2.15,-4.46,99.34,0,38.5
19:28:54.999,19:28:54.999,10474.659,0x82,0x00,True,2.15,-4.46,99.31,0,38.29
19:29:24.979,19:29:24.979,10504.639,0x82,0x00,True,2.14,-4.47,99.35,0,38.31
19:29:54.975,19:29:54.975,10534.635,0x82,0x00,True,2.15,-4.47,99.4,0,38.26
19:30:24.950,19:30:24.950,10564.61,0x82,0x00,True,2.14,-4.43,99.38,0,38.28
19:30:54.950,19:30:54.950,10594.61,0x82,0x00,True,2.14,-4.46,99.39,0,38.33
19:31:24.935,19:31:24.935,10624.595,0x82,0x00,True,2.15,-4.41,99.36,0,38.27
19:31:54.910,19:31:54.910,10654.57,0x82,0x00,True,2.14,-4.45,99.37,0,38.17
19:32:24.909,19:32:24.909,10684.569,0x82,0x00,True,2.15,-4.45,99.36,0,38.25
19:32:54.900,19:32:54.900,10714.56,0x82,0x00,True,2.13,-4.44,99.36,0,38.22
19:33:24.875,19:33:24.875,10744.535,0x82,0x00,True,2.14,-4.42,99.37,0,38.2
19:33:54.854,19:33:54.854,10774.514,0x82,0x00,True,2.15,-4.45,99.33,0,38.19
19:34:24.860,19:34:24.860,10804.52,0x82,0x00,True,2.14,-4.45,99.34,0,38.17
19:34:54.834,19:34:54.834,10834.494,0x82,0x00,True,2.13,-4.46,99.36,0,38.15
19:35:24.824,19:35:24.824,10864.484,0x82,0x00,True,2.13,-4.43,99.34,0,38.05
19:35:54.825,19:35:54.825,10894.485,0x82,0x00,True,2.14,-4.43,99.36,0,38.05
19:36:24.814,19:36:24.814,10924.474,0x82,0x00,True,2.16,-4.42,99.34,0,37.95
19:36:54.810,19:36:54.810,10954.47,0x82,0x00,True,2.14,-4.43,99.39,0,37.95
19:37:24.800,19:37:24.800,10984.46,0x82,0x00,True,2.14,-4.42,99.34,0,37.93
19:37:54.789,19:37:54.789,11014.449,0x82,0x00,True,2.14,-4.44,99.39,0,37.99
19:38:24.770,19:38:24.770,11044.43,0x82,0x00,True,2.13,-4.46,99.38,0,37.93
19:38:54.750,19:38:54.750,11074.41,0x82,0x00,True,2.13,-4.44,99.37,0,37.83
